Curah Hujan (mm),Debit Aliran Air (L/menit),Kemiringan Tanah (derajat),Kategori,Klasifikasi Curah Hujan,Klasifikasi Debit Aliran,Klasifikasi Kemiringan Tanah
2355.6127378499555,56.008073663169746,73.0332600763101,Berpotensi Banjir,Cukup Basah,Banjir,Tinggi
2940.431945252813,60.99001145590543,54.42352859735677,Berpotensi Banjir,Sangat Basah,Banjir,Sedang
2765.3252538069655,68.61637434595946,41.650693410058096,Berpotensi Banjir,Sangat Basah,Banjir,Sedang
2748.6636198505475,60.41522874483721,86.43727466446248,Berpotensi Banjir,Sangat Basah,Banjir,Sangat Tinggi
2903.7197397459336,55.34414063724637,57.86527754917497,Berpotensi Banjir,Sangat Basah,Banjir,Sedang
2083.4224354420185,67.5479757834824,19.513355371681087,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Rendah
2552.1924699224064,57.43837497024923,43.40313607974853,Berpotensi Banjir,Sangat Basah,Banjir,Sedang
2584.476068955769,50.027666999979985,72.52653821452861,Berpotensi Banjir,Sangat Basah,Banjir,Tinggi
2961.9363785472287,54.953700449846316,65.4997618591371,Berpotensi Banjir,Sangat Basah,Banjir,Tinggi
2292.147526792549,56.36467018354125,83.30722638692593,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Tinggi
2240.828779915447,67.17554936463804,30.750190731321617,Berpotensi Banjir,Cukup Basah,Banjir,Rendah
2100.2939422654977,59.1700633413289,70.65549730830591,Berpotensi Banjir,Cukup Basah,Banjir,Tinggi
2016.4296295914742,58.891745756226015,46.790016591561674,Berpotensi Banjir,Cukup Basah,Banjir,Sedang
2929.5293167921905,56.72204532799775,55.88877975734523,Berpotensi Banjir,Sangat Basah,Banjir,Sedang
2669.91654659091,67.6135624609416,86.40373448050264,Berpotensi Banjir,Sangat Basah,Banjir,Sangat Tinggi
2785.152912023138,68.90053553880783,88.34290559913418,Berpotensi Banjir,Sangat Basah,Banjir,Sangat Tinggi
2281.730105753949,69.83780658309259,78.92727711404508,Berpotensi Banjir,Cukup Basah,Banjir,Tinggi
2586.410166186327,57.534825339219736,38.7277670184237,Berpotensi Banjir,Sangat Basah,Banjir,Rendah
2063.955266120981,69.32294891254342,81.01606685818558,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Tinggi
2485.627595934623,65.83759139261802,61.08873421131304,Berpotensi Banjir,Cukup Basah,Banjir,Tinggi
2977.4951397444465,63.513782952885336,44.399742437657046,Berpotensi Banjir,Sangat Basah,Banjir,Sedang
2876.505245316591,54.89778958840199,12.859414600038699,Berpotensi Banjir,Sangat Basah,Banjir,Sangat Rendah
2338.1589518368455,54.32914521888419,71.61024993532658,Berpotensi Banjir,Cukup Basah,Banjir,Tinggi
2961.5701545414986,53.32095649042491,50.16844645792904,Berpotensi Banjir,Sangat Basah,Banjir,Sedang
2231.7016264712047,68.45513220450731,72.89507995720486,Berpotensi Banjir,Cukup Basah,Banjir,Tinggi
2949.3188224156816,55.88153324766332,69.84182394746159,Berpotensi Banjir,Sangat Basah,Banjir,Tinggi
2941.3777047064987,59.06188490897757,73.48538944386816,Berpotensi Banjir,Sangat Basah,Banjir,Tinggi
2799.2025873523917,59.87915667974447,34.05209269574135,Berpotensi Banjir,Sangat Basah,Banjir,Rendah
2630.447936866791,65.56343190900509,74.06388792541048,Berpotensi Banjir,Sangat Basah,Banjir,Tinggi
2874.287966624947,66.88469923106048,53.907706277293386,Berpotensi Banjir,Sangat Basah,Banjir,Sedang
2293.0202845077965,52.781454022972255,47.866096035931456,Berpotensi Banjir,Cukup Basah,Banjir,Sedang
2848.9435553129183,58.538087204221476,64.01007310566055,Berpotensi Banjir,Sangat Basah,Banjir,Tinggi
2617.8766919175237,66.85709775670915,11.708694635067864,Berpotensi Banjir,Sangat Basah,Banjir,Sangat Rendah
2013.2368577588995,66.36066611511677,18.185345271007538,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Rendah
2347.2335179322195,52.04827516904833,33.37418921340176,Berpotensi Banjir,Cukup Basah,Banjir,Rendah
2148.140860948165,53.12766697735926,88.63920879662717,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Tinggi
2981.8293898182533,56.08397383198816,21.1796623091964,Berpotensi Banjir,Sangat Basah,Banjir,Rendah
2478.370307039988,51.507181381666804,36.447704060736825,Berpotensi Banjir,Cukup Basah,Banjir,Rendah
2497.3913654986627,58.493260056811856,14.084245175353889,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Rendah
2639.4725163987237,52.15235410299164,36.501510423418104,Berpotensi Banjir,Sangat Basah,Banjir,Rendah
2368.5846061296174,61.3643518733969,35.62610292086653,Berpotensi Banjir,Cukup Basah,Banjir,Rendah
2136.900271685599,54.931138796223124,85.74457367556177,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Tinggi
2822.1177331942454,61.92866130699245,77.61232695965762,Berpotensi Banjir,Sangat Basah,Banjir,Tinggi
2189.847911902758,52.350512858072754,40.62113753942172,Berpotensi Banjir,Cukup Basah,Banjir,Sedang
2511.318982546456,69.51767736837067,11.981524643139894,Berpotensi Banjir,Sangat Basah,Banjir,Sangat Rendah
2224.317028974739,68.65122407714681,76.48248911963026,Berpotensi Banjir,Cukup Basah,Banjir,Tinggi
2097.844484494034,57.835938771293314,62.842894171563216,Berpotensi Banjir,Cukup Basah,Banjir,Tinggi
2862.1915174216833,54.84357188252171,22.189158692104776,Berpotensi Banjir,Sangat Basah,Banjir,Rendah
2972.91948902313,55.00796425707146,89.68570168081497,Berpotensi Banjir,Sangat Basah,Banjir,Sangat Tinggi
2960.834658063,59.66787070404784,18.018674993929842,Berpotensi Banjir,Sangat Basah,Banjir,Sangat Rendah
2906.555499221179,50.79985603801434,79.36916332749303,Berpotensi Banjir,Sangat Basah,Banjir,Tinggi
2774.047332698639,62.79410212150254,33.54129313037512,Berpotensi Banjir,Sangat Basah,Banjir,Rendah
2333.145152028642,58.1660581667949,44.828277306012566,Berpotensi Banjir,Cukup Basah,Banjir,Sedang
2081.1013899879968,57.54813145177775,73.63652214210518,Berpotensi Banjir,Cukup Basah,Banjir,Tinggi
2407.2411714138075,66.18729942978396,64.20066847952083,Berpotensi Banjir,Cukup Basah,Banjir,Tinggi
2232.2341421709425,64.1807092036658,85.02914995552314,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Tinggi
2132.487634757983,69.08667630785384,59.691226036830656,Berpotensi Banjir,Cukup Basah,Banjir,Sedang
2053.4271817868253,57.038724809913816,17.82481291832422,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Rendah
2725.5943642105785,67.95085529298811,80.74882905935603,Berpotensi Banjir,Sangat Basah,Banjir,Sangat Tinggi
2011.427458625031,65.39934372500178,71.53244199908728,Berpotensi Banjir,Cukup Basah,Banjir,Tinggi
2770.5807485027763,57.14849303189426,66.94963607146576,Berpotensi Banjir,Sangat Basah,Banjir,Tinggi
2146.946645400375,62.43330872906515,14.29868378829883,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Rendah
2079.522082586756,55.77139915303391,41.69781957293952,Berpotensi Banjir,Cukup Basah,Banjir,Sedang
2089.6030342386052,67.48799834149685,23.394865556763136,Berpotensi Banjir,Cukup Basah,Banjir,Rendah
2672.0478073539143,52.24854634424622,75.75231267262951,Berpotensi Banjir,Sangat Basah,Banjir,Tinggi
2245.367209852845,54.24868722588082,66.04228982542902,Berpotensi Banjir,Cukup Basah,Banjir,Tinggi
2420.5394666800985,53.66066584159842,80.64620778553082,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Tinggi
2557.368791323917,58.06052004808578,87.32600855393312,Berpotensi Banjir,Sangat Basah,Banjir,Sangat Tinggi
2860.5511738287937,64.90465920064258,71.97980913539989,Berpotensi Banjir,Sangat Basah,Banjir,Tinggi
2727.0442627113284,60.538148981043605,89.53864665766096,Berpotensi Banjir,Sangat Basah,Banjir,Sangat Tinggi
2270.3279052387147,59.75352647076415,59.181590891543905,Berpotensi Banjir,Cukup Basah,Banjir,Sedang
2131.482799291128,50.010919297939914,12.970368311315825,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Rendah
2055.374320421198,58.508034507101094,11.14012121202367,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Rendah
2301.5986344809426,51.27107549672317,37.3683100163031,Berpotensi Banjir,Cukup Basah,Banjir,Rendah
2262.118149239678,54.165065042429674,75.87773752540298,Berpotensi Banjir,Cukup Basah,Banjir,Tinggi
2456.1405668004795,68.64787877920989,79.29077650597849,Berpotensi Banjir,Cukup Basah,Banjir,Tinggi
2683.2813355476806,54.307964086864764,86.86500230581423,Berpotensi Banjir,Sangat Basah,Banjir,Sangat Tinggi
2695.625445638857,67.16675277268524,15.209717483905472,Berpotensi Banjir,Sangat Basah,Banjir,Sangat Rendah
2283.5188465821666,66.05786743122668,13.565688879013127,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Rendah
2379.9269559001204,53.182924738844854,83.06268770936269,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Tinggi
2181.150961736903,62.11423914540558,34.40373586902893,Berpotensi Banjir,Cukup Basah,Banjir,Rendah
2788.5455123065185,52.313237438100266,54.63899204877062,Berpotensi Banjir,Sangat Basah,Banjir,Sedang
2056.8480764332403,64.55776316739023,88.59559064005678,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Tinggi
2696.9972417249874,62.74924554744413,42.03588277887387,Berpotensi Banjir,Sangat Basah,Banjir,Sedang
2778.6953959411035,66.23877123382039,63.26971186478719,Berpotensi Banjir,Sangat Basah,Banjir,Tinggi
2777.407561848753,59.58769098778376,42.07036509055882,Berpotensi Banjir,Sangat Basah,Banjir,Sedang
2259.422564345355,68.29726175666767,71.45557315702237,Berpotensi Banjir,Cukup Basah,Banjir,Tinggi
2373.8131379325614,50.986978935768796,52.217178045829264,Berpotensi Banjir,Cukup Basah,Banjir,Sedang
2587.599635196389,55.85777130054029,29.00185103890798,Berpotensi Banjir,Sangat Basah,Banjir,Rendah
2272.821902424467,64.30105194930334,31.704488100677295,Berpotensi Banjir,Cukup Basah,Banjir,Rendah
2370.852799217889,58.36218423496002,30.644737003072578,Berpotensi Banjir,Cukup Basah,Banjir,Rendah
2197.0542801856395,53.45902708542313,52.58562626068486,Berpotensi Banjir,Cukup Basah,Banjir,Sedang
2459.8558837560076,52.14421490857092,66.25512128125314,Berpotensi Banjir,Cukup Basah,Banjir,Tinggi
2044.612301254114,66.34678222923243,85.94239200345137,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Tinggi
2799.795884570618,59.46285956931288,65.52699000663839,Berpotensi Banjir,Sangat Basah,Banjir,Tinggi
2076.9564469866327,67.64567343838215,72.49542751699124,Berpotensi Banjir,Cukup Basah,Banjir,Tinggi
2518.835148831526,64.66578268633452,23.51408926916525,Berpotensi Banjir,Sangat Basah,Banjir,Rendah
2306.810099545196,58.19452411261487,39.925010000586056,Berpotensi Banjir,Cukup Basah,Banjir,Rendah
2577.5429488313757,57.470220283113676,43.10241758866128,Berpotensi Banjir,Sangat Basah,Banjir,Sedang
2959.433340833425,60.31276693302503,64.91041840003784,Berpotensi Banjir,Sangat Basah,Banjir,Tinggi
2645.570244456004,67.78119906379457,33.67135811014989,Berpotensi Banjir,Sangat Basah,Banjir,Rendah
2035.3624357554909,64.74557159428336,34.26335371357329,Berpotensi Banjir,Cukup Basah,Banjir,Rendah
2430.4024395080614,50.10305928538047,38.47113237126945,Berpotensi Banjir,Cukup Basah,Banjir,Rendah
2510.01685231825,63.88315702738251,74.82416652345859,Berpotensi Banjir,Sangat Basah,Banjir,Tinggi
2536.177494703452,68.39014813811642,56.207207203467895,Berpotensi Banjir,Sangat Basah,Banjir,Sedang
2681.3925106038378,64.20911519008983,16.02218238661876,Berpotensi Banjir,Sangat Basah,Banjir,Sangat Rendah
2277.596097731766,53.54011563134992,16.259687975237505,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Rendah
2128.86056546632,59.67036254854918,39.702955542599945,Berpotensi Banjir,Cukup Basah,Banjir,Rendah
2392.6756765470946,52.80632035846839,71.32728404849266,Berpotensi Banjir,Cukup Basah,Banjir,Tinggi
2956.405722795949,57.17990556679264,65.09467411829445,Berpotensi Banjir,Sangat Basah,Banjir,Tinggi
2187.130891750845,68.74234083881035,66.63858837209493,Berpotensi Banjir,Cukup Basah,Banjir,Tinggi
2903.983954928237,68.46610615117416,71.37680528432776,Berpotensi Banjir,Sangat Basah,Banjir,Tinggi
2543.805950077326,55.65673704352166,32.97221703090635,Berpotensi Banjir,Sangat Basah,Banjir,Rendah
2456.9114216457656,56.792620883323984,53.860502555367034,Berpotensi Banjir,Cukup Basah,Banjir,Sedang
2882.0414102298896,62.00425736262588,53.46821122534156,Berpotensi Banjir,Sangat Basah,Banjir,Sedang
2458.603961768586,69.2639459052076,69.17060009439595,Berpotensi Banjir,Cukup Basah,Banjir,Tinggi
2724.1676366115435,52.95602668130781,86.5496455284517,Berpotensi Banjir,Sangat Basah,Banjir,Sangat Tinggi
2399.0253217031022,55.13833287373338,32.23919558363727,Berpotensi Banjir,Cukup Basah,Banjir,Rendah
2904.044392900958,67.47113654581543,73.46253382056386,Berpotensi Banjir,Sangat Basah,Banjir,Tinggi
2690.025020191227,59.83784463416689,62.79764388186099,Berpotensi Banjir,Sangat Basah,Banjir,Tinggi
2699.6220542505166,67.97922184454063,56.41902966907681,Berpotensi Banjir,Sangat Basah,Banjir,Sedang
2327.7204015571187,53.710357950463525,71.99038234779215,Berpotensi Banjir,Cukup Basah,Banjir,Tinggi
2756.778642736889,60.653371749427215,85.52259731424795,Berpotensi Banjir,Sangat Basah,Banjir,Sangat Tinggi
2636.0610554471414,56.52539265298745,12.93531342955304,Berpotensi Banjir,Sangat Basah,Banjir,Sangat Rendah
2240.0202733797096,56.33085119784952,21.792008201057655,Berpotensi Banjir,Cukup Basah,Banjir,Rendah
2160.5388224852563,58.93753927892398,70.50297852008926,Berpotensi Banjir,Cukup Basah,Banjir,Tinggi
2796.3914745173315,58.661548982025366,16.703308232806762,Berpotensi Banjir,Sangat Basah,Banjir,Sangat Rendah
2959.1666030352226,57.14693759355909,51.28989605928744,Berpotensi Banjir,Sangat Basah,Banjir,Sedang
2458.138827260043,68.29941540631236,27.588862131328558,Berpotensi Banjir,Cukup Basah,Banjir,Rendah
2590.984165323685,64.63488370865785,31.94365630742012,Berpotensi Banjir,Sangat Basah,Banjir,Rendah
2857.7226441935545,64.5509398266306,66.1472386355533,Berpotensi Banjir,Sangat Basah,Banjir,Tinggi
2457.223453353857,55.79826899183911,12.41542186149693,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Rendah
2951.874476832736,61.554188486336805,79.86555423215229,Berpotensi Banjir,Sangat Basah,Banjir,Tinggi
2575.751162044872,65.58358866603668,45.5583164281816,Berpotensi Banjir,Sangat Basah,Banjir,Sedang
2820.767120701315,65.91180737086427,50.191463512568085,Berpotensi Banjir,Sangat Basah,Banjir,Sedang
2908.8437184127383,56.89060921508624,53.20383709549535,Berpotensi Banjir,Sangat Basah,Banjir,Sedang
2815.523818768569,65.41745513137296,61.64354356635951,Berpotensi Banjir,Sangat Basah,Banjir,Tinggi
2159.4144634489558,64.71787793615466,37.58852692981985,Berpotensi Banjir,Cukup Basah,Banjir,Rendah
2628.8984390617006,52.83012971243801,18.08859924507931,Berpotensi Banjir,Sangat Basah,Banjir,Sangat Rendah
2398.434258619677,67.31890937132954,35.47031493329413,Berpotensi Banjir,Cukup Basah,Banjir,Rendah
2062.7129520233457,58.826429403608216,23.451369441825626,Berpotensi Banjir,Cukup Basah,Banjir,Rendah
2424.032251889842,59.728208977773306,54.490654356037915,Berpotensi Banjir,Cukup Basah,Banjir,Sedang
2258.684066889408,58.96738357795995,35.44229047683092,Berpotensi Banjir,Cukup Basah,Banjir,Rendah
2849.038308428511,61.35692002955015,86.64537423947479,Berpotensi Banjir,Sangat Basah,Banjir,Sangat Tinggi
2033.3046265466962,62.42338494734109,87.25874223842246,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Tinggi
2958.9827218634737,59.96359131525887,59.610070445459314,Berpotensi Banjir,Sangat Basah,Banjir,Sedang
2355.3688484719296,67.33577086518191,59.399781413382875,Berpotensi Banjir,Cukup Basah,Banjir,Sedang
2356.7068904025427,62.55469512390569,88.83028516536848,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Tinggi
2016.328502683708,58.0285589861104,80.98265209881488,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Tinggi
2185.232325236184,58.33383513817422,71.20559593265119,Berpotensi Banjir,Cukup Basah,Banjir,Tinggi
2401.2595008036087,66.21677230257903,35.0872489394161,Berpotensi Banjir,Cukup Basah,Banjir,Rendah
2929.291417302714,56.9638388549304,39.24312224944611,Berpotensi Banjir,Sangat Basah,Banjir,Rendah
2099.614930221271,54.22909591564827,26.101341260869233,Berpotensi Banjir,Cukup Basah,Banjir,Rendah
2945.30153347908,51.18766376011578,48.97185015338997,Berpotensi Banjir,Sangat Basah,Banjir,Sedang
2869.4885305466323,67.52053695841148,89.22948177116636,Berpotensi Banjir,Sangat Basah,Banjir,Sangat Tinggi
2454.1623969075517,68.370929023807,82.9720762409271,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Tinggi
2326.70088176826,52.40240364326952,19.467954721557525,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Rendah
2232.744129279057,56.6894748299223,12.015223143240492,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Rendah
2614.464706476874,53.50744139030488,81.8910134726613,Berpotensi Banjir,Sangat Basah,Banjir,Sangat Tinggi
2033.0745914755057,52.317969376517595,52.973610235896594,Berpotensi Banjir,Cukup Basah,Banjir,Sedang
2015.6060644468282,67.9973348600006,26.015191056676493,Berpotensi Banjir,Cukup Basah,Banjir,Rendah
2428.795722498238,51.13754518290711,63.89226156677083,Berpotensi Banjir,Cukup Basah,Banjir,Tinggi
2068.0740739747202,69.60971326938014,61.5378542343856,Berpotensi Banjir,Cukup Basah,Banjir,Tinggi
2251.9409882460927,51.92901721394768,19.766848546917373,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Rendah
2221.160915346084,67.26941298387172,30.76801867980956,Berpotensi Banjir,Cukup Basah,Banjir,Rendah
2253.191193722852,61.330122139783256,14.806237145060637,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Rendah
2131.0552312152577,57.35834975635747,26.788837909611356,Berpotensi Banjir,Cukup Basah,Banjir,Rendah
2012.0362228976542,56.846847532503155,20.58445398824503,Berpotensi Banjir,Cukup Basah,Banjir,Rendah
2115.484297138748,65.14728286475417,25.458903397964487,Berpotensi Banjir,Cukup Basah,Banjir,Rendah
2618.480259512748,56.29146590008575,64.83737167304936,Berpotensi Banjir,Sangat Basah,Banjir,Tinggi
2974.2562128180502,63.146378332342834,13.959979540885419,Berpotensi Banjir,Sangat Basah,Banjir,Sangat Rendah
2990.345001560894,60.3465216703216,18.14836921985732,Berpotensi Banjir,Sangat Basah,Banjir,Sangat Rendah
2409.0540953730615,59.69931290316141,20.73389104626301,Berpotensi Banjir,Cukup Basah,Banjir,Rendah
2162.9544260466055,68.02324341298323,35.323289676650724,Berpotensi Banjir,Cukup Basah,Banjir,Rendah
2638.7617573665293,61.09290117240519,33.90002486815527,Berpotensi Banjir,Sangat Basah,Banjir,Rendah
2490.3053465487374,66.5372320609739,30.405102825331156,Berpotensi Banjir,Cukup Basah,Banjir,Rendah
2989.4097772844316,64.5114706820298,70.0429322745933,Berpotensi Banjir,Sangat Basah,Banjir,Tinggi
2065.3042071517802,50.77114492117997,89.84182302064805,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Tinggi
2783.2344383138134,65.46220105010838,52.718233890303665,Berpotensi Banjir,Sangat Basah,Banjir,Sedang
2288.3984973314937,54.33740500182081,85.53621743311537,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Tinggi
2241.418620076574,68.06299293703142,41.728808970085176,Berpotensi Banjir,Cukup Basah,Banjir,Sedang
2662.504571532676,50.858483812176644,18.534595744217075,Berpotensi Banjir,Sangat Basah,Banjir,Sangat Rendah
2246.0631849909646,56.661440689486376,42.701906357586985,Berpotensi Banjir,Cukup Basah,Banjir,Sedang
2665.859117559188,51.99465894469508,33.69022187317547,Berpotensi Banjir,Sangat Basah,Banjir,Rendah
2517.308517202289,59.51178234169687,49.472556983134254,Berpotensi Banjir,Sangat Basah,Banjir,Sedang
2424.0889884358494,66.40044871739504,62.563494153313854,Berpotensi Banjir,Cukup Basah,Banjir,Tinggi
2554.687808661419,55.963747193261284,46.88401753219266,Berpotensi Banjir,Sangat Basah,Banjir,Sedang
2287.0515199196298,53.01869794622083,84.81284096622605,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Tinggi
2706.574706272979,56.605340713937984,80.78118578395039,Berpotensi Banjir,Sangat Basah,Banjir,Sangat Tinggi
2414.856869333564,66.27760283841272,66.15820761329577,Berpotensi Banjir,Cukup Basah,Banjir,Tinggi
2360.545560485892,52.80767915598694,49.17479298916393,Berpotensi Banjir,Cukup Basah,Banjir,Sedang
2828.656914555738,54.547248981550034,20.534982545156552,Berpotensi Banjir,Sangat Basah,Banjir,Rendah
2924.9669119531923,51.377039289867476,41.76109334221067,Berpotensi Banjir,Sangat Basah,Banjir,Sedang
2046.0073108872969,64.11420087979215,66.3521231520939,Berpotensi Banjir,Cukup Basah,Banjir,Tinggi
2232.6269928297656,57.904664870726734,32.790841644298496,Berpotensi Banjir,Cukup Basah,Banjir,Rendah
2348.5193694925633,56.21679954286632,18.319046203473633,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Rendah
2814.9664793702473,64.37252780682304,82.63187660085025,Berpotensi Banjir,Sangat Basah,Banjir,Sangat Tinggi
2985.4914276432974,56.719550846805106,66.72406478524357,Berpotensi Banjir,Sangat Basah,Banjir,Tinggi
2968.9717046703518,64.55542546428836,59.222114130807775,Berpotensi Banjir,Sangat Basah,Banjir,Sedang
2904.9483455499267,66.30398790628627,73.39991244871332,Berpotensi Banjir,Sangat Basah,Banjir,Tinggi
2296.55626506403,54.35325686915477,76.85168300667806,Berpotensi Banjir,Cukup Basah,Banjir,Tinggi
2992.011243414474,69.47637393691967,48.67671985368187,Berpotensi Banjir,Sangat Basah,Banjir,Sedang
2249.4200410564513,53.24715895825334,80.4950601127552,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Tinggi
2105.9061548822324,55.81681813313485,83.31352085608843,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Tinggi
2950.9526110553943,53.595905816670836,31.724087633982514,Berpotensi Banjir,Sangat Basah,Banjir,Rendah
2233.4202554680965,56.91011312712669,58.603628783263545,Berpotensi Banjir,Cukup Basah,Banjir,Sedang
2689.7682650777506,59.60121775641511,52.126722305637536,Berpotensi Banjir,Sangat Basah,Banjir,Sedang
2058.3563589805885,60.44351738004238,53.0356623321522,Berpotensi Banjir,Cukup Basah,Banjir,Sedang
2730.7090991274763,67.07212084592544,85.01304751716496,Berpotensi Banjir,Sangat Basah,Banjir,Sangat Tinggi
2881.7202123338398,67.78895817631732,34.41509621544232,Berpotensi Banjir,Sangat Basah,Banjir,Rendah
2272.4368954659626,54.40207721561813,88.67471825876609,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Tinggi
2379.0568960774285,62.45788064371505,82.17049718433857,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Tinggi
2374.296183320916,52.22992114597431,46.69783108908021,Berpotensi Banjir,Cukup Basah,Banjir,Sedang
2748.788257540133,59.179397203641365,75.39626108945329,Berpotensi Banjir,Sangat Basah,Banjir,Tinggi
2237.8072425390387,56.44667076093236,71.52375954561124,Berpotensi Banjir,Cukup Basah,Banjir,Tinggi
2171.853099047643,56.330014909072126,64.23159756948169,Berpotensi Banjir,Cukup Basah,Banjir,Tinggi
2449.291648687738,59.65168483424202,35.58671115065234,Berpotensi Banjir,Cukup Basah,Banjir,Rendah
2304.4684073773196,64.59655271058536,25.716079345676313,Berpotensi Banjir,Cukup Basah,Banjir,Rendah
2839.1891222586523,51.38365317584779,63.722215741260655,Berpotensi Banjir,Sangat Basah,Banjir,Tinggi
2237.7418260156387,67.5834667537481,77.43786371208674,Berpotensi Banjir,Cukup Basah,Banjir,Tinggi
2502.3894574892615,64.69627549261122,11.300223094189574,Berpotensi Banjir,Sangat Basah,Banjir,Sangat Rendah
2942.5835996979304,53.5299877777812,61.424270024680965,Berpotensi Banjir,Sangat Basah,Banjir,Tinggi
2633.997697744661,68.7832181817474,45.429841969776994,Berpotensi Banjir,Sangat Basah,Banjir,Sedang
2867.289405462465,60.126244480467776,81.84702041015869,Berpotensi Banjir,Sangat Basah,Banjir,Sangat Tinggi
2940.2096893547673,69.9961715623393,35.71783446833642,Berpotensi Banjir,Sangat Basah,Banjir,Rendah
2750.764861886352,53.945189486014755,47.93478498108974,Berpotensi Banjir,Sangat Basah,Banjir,Sedang
2699.5750602247513,60.69816396766403,51.181368322814905,Berpotensi Banjir,Sangat Basah,Banjir,Sedang
2967.965566604227,55.80496085119857,21.235161709684238,Berpotensi Banjir,Sangat Basah,Banjir,Rendah
2994.4007896476796,56.083471147784934,67.03138421591251,Berpotensi Banjir,Sangat Basah,Banjir,Tinggi
2451.82168266976,61.8213076166798,76.43810760967676,Berpotensi Banjir,Cukup Basah,Banjir,Tinggi
2070.8697781842084,68.43438133741667,14.63274215170082,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Rendah
2292.7940314405187,66.1052771115835,33.31110564295222,Berpotensi Banjir,Cukup Basah,Banjir,Rendah
2152.3547056877305,64.47882797002652,13.043574522804633,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Rendah
2417.4863747960117,61.18347564203404,86.52352837505939,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Tinggi
2131.289328473256,68.44597007334895,63.37350565630588,Berpotensi Banjir,Cukup Basah,Banjir,Tinggi
2604.117804020882,59.84722813381768,87.13603355638253,Berpotensi Banjir,Sangat Basah,Banjir,Sangat Tinggi
2382.808059157854,67.47664356669436,52.51954226650462,Berpotensi Banjir,Cukup Basah,Banjir,Sedang
2895.38588428821,66.67963287753264,74.16548191164911,Berpotensi Banjir,Sangat Basah,Banjir,Tinggi
2967.794671798502,54.27670693603173,39.9531187103792,Berpotensi Banjir,Sangat Basah,Banjir,Rendah
2546.884901669422,65.4245092593182,38.30552260581128,Berpotensi Banjir,Sangat Basah,Banjir,Rendah
2274.8235698675967,50.243423138865175,40.26142536841061,Berpotensi Banjir,Cukup Basah,Banjir,Sedang
2592.2304187618365,56.45659075096175,62.62897069811426,Berpotensi Banjir,Sangat Basah,Banjir,Tinggi
2896.76115822441,54.591348893839,38.75625208173218,Berpotensi Banjir,Sangat Basah,Banjir,Rendah
2406.7333458357484,60.13725916974627,82.02939612833805,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Tinggi
2552.078276691971,64.73706323361571,88.66198920401243,Berpotensi Banjir,Sangat Basah,Banjir,Sangat Tinggi
2271.652767606146,51.95352734895448,12.434121226960473,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Rendah
2455.444149450027,60.29844403873537,25.489863232199717,Berpotensi Banjir,Cukup Basah,Banjir,Rendah
2401.7135353795984,68.76824043388771,18.979999406990878,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Rendah
2248.413465082971,54.57293101965891,13.38912376731546,Berpotensi Banjir,Cukup Basah,Banjir,Sangat Rendah
2505.8663838253083,63.54282288222848,28.21927946778292,Berpotensi Banjir,Sangat Basah,Banjir,Rendah
946.7933203690811,25.28796176554708,68.10587503056698,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
1336.9903652886837,16.9020996492058,18.845376040397987,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
